;Company;Product;Type_Name;Inches;Screen_Resolution;Cpu;RAM;Memory;GPU;OS;Weight;Price
432;Dell;Inspiron 7577;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1 159.00 EUR
433;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.02kg;1 142.40 EUR
434;Dell;Latitude 5480;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Linux;1.6kg;1 099.00 EUR
435;HP;Omen 17-w207nv;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.35kg;1 999.00 EUR
436;Mediacom;FlexBook Edge;2 in 1 Convertible;11.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB SSD;Intel HD Graphics 500;Windows 10;1.16kg;299.00 EUR
437;Samsung;Chromebook 3;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.15kg;269.00 EUR
438;Lenovo;Thinkpad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;1 010.00 EUR
439;Lenovo;IdeaPad 320s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;599.00 EUR
440;Lenovo;Thinkpad T570;Workstation;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.3kg;2 445.00 EUR
441;Lenovo;Thinkpad P51;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;16GB;512GB SSD;Nvidia Quadro M2200M;Windows 10;2.5kg;2 449.00 EUR
442;Asus;Rog Strix;Gaming;17.3;Full HD 1920x1080;AMD Ryzen 1600 3.2GHz;8GB;256GB SSD +  1TB HDD;AMD Radeon RX 580;Windows 10;3.2kg;1 695.00 EUR
443;HP;15-ra044nv (N3060/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;500GB HDD;Intel HD Graphics 400;Windows 10;2.1kg;347.00 EUR
444;Google;Pixelbook (Core;Ultrabook;12.3;Touchscreen 2400x1600;Intel Core i7 7Y75 1.3GHz;16GB;512GB SSD;Intel HD Graphics 615;Chrome OS;1.1kg;2 199.00 EUR
445;Lenovo;ThinkPad T470s;Ultrabook;14;2560x1440;Intel Core i7 7500U 2.7GHz;24GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;2 382.00 EUR
446;Asus;VivoBook Max;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Linux;2kg;559.00 EUR
447;Lenovo;IdeaPad 320-15AST;Notebook;17.3;1600x900;AMD A6-Series 9220 2.5GHz;8GB;1TB HDD;AMD Radeon R4;Windows 10;2.8kg;519.00 EUR
448;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;749.00 EUR
449;Lenovo;ThinkPad X270;Ultrabook;12.5;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;1 429.00 EUR
450;Lenovo;IdeaPad 320-15IAP;Notebook;15.6;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4GB;128GB SSD;Intel HD Graphics 505;Windows 10;2.2kg;349.00 EUR
451;HP;Omen 15-AX205na;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1 099.00 EUR
452;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.64kg;1 179.00 EUR
453;Acer;Aspire ES1-572;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Linux;2.4kg;441.80 EUR
454;Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;Intel Xeon E3-1505M V6 3GHz;8GB;64GB Flash Storage +  1TB HDD;Nvidia Quadro M620;Windows 10;2.23kg;1 993.00 EUR
455;MSI;GV62 7RD-1686NL;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1 027.74 EUR
456;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core i7 7660U 2.5GHz;16GB;512GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.25kg;2 589.00 EUR
457;HP;15-bs024nv (i5-7200U/8GB/128GB/W10);Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.91kg;589.00 EUR
458;Dell;Precision 3520;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;256GB SSD;Nvidia Quadro M620;Windows 10;2.17kg;1 975.00 EUR
459;HP;ProBook 650;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;2.31kg;1 534.00 EUR
460;Lenovo;ThinkPad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.65kg;1 345.00 EUR
461;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Windows 10;2.36kg;979.00 EUR
462;Dell;Inspiron 3168;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics 405;Windows 10;1.47kg;479.00 EUR
463;Dell;Alienware 17;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.7GHz;8GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.42kg;2 046.00 EUR
464;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core M m3-7Y30 2.2GHz;4GB;128GB SSD;Intel HD Graphics 615;Windows 10 S;1.252kg;989.00 EUR
465;Microsoft;Surface Laptop;Ultrabook;13.5;Touchscreen 2256x1504;Intel Core i7 7660U 2.5GHz;8GB;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1.25kg;1 799.00 EUR
466;HP;17-BS092ND (i3-6006U/8GB/256GB/W10);Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;2.5kg;639.90 EUR
467;Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.23kg;544.00 EUR
468;Acer;TravelMate B;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;Windows 10;1.4kg;435.00 EUR
469;Asus;Pro P2540UA-AB51;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.37kg;749.00 EUR
470;Lenovo;IdeaPad 510s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;AMD Radeon R7 M460;No OS;1.5kg;799.00 EUR
471;Lenovo;Thinkpad P51;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8GB;256GB SSD;Nvidia Quadro M2200M;Windows 10;2.67kg;2 090.00 EUR
472;Asus;X541NA-PD1003Y (N4200/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2kg;304.00 EUR
473;Acer;Aspire 5;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Nvidia GeForce GTX 940MX;Windows 10;2.2kg;469.00 EUR
474;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;2TB HDD;AMD Radeon 530;Windows 10;2.02kg;759.00 EUR
475;HP;Omen 17-an006nv;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.78kg;1 699.00 EUR
476;Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;12GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.4kg;1 858.00 EUR
477;HP;Spectre x360;2 in 1 Convertible;13.3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Intel UHD Graphics 620;Windows 10;1.29kg;1 999.00 EUR
478;HP;ZBook 15u;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;500GB HDD;AMD FirePro W4190M ;Windows 10;1.9kg;1 154.00 EUR
479;Google;Pixelbook (Core;Ultrabook;12.3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8GB;128GB SSD;Intel HD Graphics 615;Chrome OS;1.1kg;1 275.00 EUR
480;Dell;Latitude 7390;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.42kg;1 841.85 EUR
481;Asus;ZenBook Pro;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12GB;128GB SSD +  1TB HDD;Intel HD Graphics 530;Windows 10;2.06kg;1 299.00 EUR
482;Dell;Latitude E5470;Notebook;14;1366x768;Intel Core i3 6100U 2.3GHz;8GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.79kg;740.00 EUR
483;Dell;Precision M5520;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M1200;Windows 10;1.78kg;2 408.00 EUR
484;Lenovo;Thinkpad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;180GB SSD;Intel HD Graphics 620;Windows 10;1.7kg;1 364.00 EUR
485;Dell;Inspiron 3576;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;1TB HDD;AMD Radeon 520;Windows 10;2.2kg;675.00 EUR
486;Toshiba;Portege X30-D-10J;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1 672.00 EUR
487;Dell;Inspiron 7570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;512GB SSD;Nvidia GeForce 940MX;Windows 10;2.16kg;1 262.00 EUR
488;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;586.60 EUR
489;HP;ProBook 430;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;128GB SSD;Intel UHD Graphics 620;Windows 10;1.49kg;726.00 EUR
490;Chuwi;Lapbook 15,6;Notebook;15.6;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4GB;64GB Flash Storage;Intel HD Graphics;Windows 10;1.89kg;248.90 EUR
491;Lenovo;ThinkPad E570;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.3kg;565.00 EUR
492;Lenovo;ThinkPad E480;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.75kg;1 049.00 EUR
493;Dell;Precision 3520;Workstation;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6820HQ 2.7GHz;16GB;512GB SSD;Nvidia Quadro M620;Windows 10;2.17kg;2 338.00 EUR
494;Dell;XPS 15;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;1 899.00 EUR
495;Lenovo;Thinkpad X270;Ultrabook;12.5;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.36kg;1 798.00 EUR
496;Asus;Zenbook UX390UA;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;0.91kg;1 950.00 EUR
497;Lenovo;Thinkpad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.3kg;1 011.99 EUR
498;Toshiba;Portege X30-D-10L;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;32GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;2 799.00 EUR
499;Asus;VivoBook Pro;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1.99kg;1 350.00 EUR
500;Acer;Aspire 5;Notebook;15.6;1366x768;AMD A10-Series 9620P 2.5GHz;8GB;1TB HDD;AMD Radeon RX 540;Windows 10;2.2kg;579.00 EUR
501;Asus;Rog G752VL-UH71T;Gaming;17.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 965M;Windows 10;4.33kg;1 269.00 EUR
502;Lenovo;Thinkpad X260;Ultrabook;12.5;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;8GB;180GB SSD;Intel HD Graphics 520;Windows 10;1.3kg;1 099.00 EUR
503;Lenovo;Ideapad 520-15IKBR;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;2.17kg;898.90 EUR
504;HP;EliteBook 840;Notebook;14;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;1TB SSD;Intel HD Graphics 620;Windows 10;1.48kg;1 749.00 EUR
505;Lenovo;ThinkPad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.4kg;949.00 EUR
506;Lenovo;ThinkPad L570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.3kg;911.00 EUR
507;Asus;VivoBook E201NA;Netbook;11.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;64GB Flash Storage;Intel HD Graphics 500;Windows 10 S;1.2kg;340.00 EUR
508;HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon 520;Windows 10;1.91kg;618.99 EUR
509;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.4kg;1 599.00 EUR
510;Lenovo;IdeaPad 320-14IAP;Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Windows 10;2.1kg;299.00 EUR
511;Lenovo;Chromebook N23;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB SSD;Intel HD Graphics 400;Chrome OS;1.25kg;265.00 EUR
512;Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;949.00 EUR
513;Asus;ZenBook UX510UX-CN211T;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD +  1TB HDD;Intel HD Graphics 620;Windows 10;2kg;1 224.00 EUR
514;Acer;Aspire A515-51G-59QF;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4GB;1TB HDD;Nvidia GeForce MX150;Windows 10;2.2kg;613.00 EUR
515;HP;Envy 13-AB002nv;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;1 323.00 EUR
516;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;No OS;2.4kg;1 149.00 EUR
517;Dell;XPS 13;Ultrabook;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;899.00 EUR
518;Acer;Aspire A515-51G;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;500GB HDD;Nvidia GeForce 940MX;Windows 10;2.2kg;639.00 EUR
519;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.18kg;836.00 EUR
520;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2.2kg;1 219.24 EUR
521;Xiaomi;Mi Notebook;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16GB;256GB SSD;Nvidia GeForce MX150;No OS;1.95kg;1 399.95 EUR
522;Asus;VivoBook E12;Netbook;11.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.1kg;245.00 EUR
523;HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;15.6;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4GB;1TB HDD;Intel UHD Graphics 620;Windows 10;2.04kg;521.47 EUR
524;Asus;ROG Zephyrus;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;24GB;512GB SSD;Nvidia GeForce GTX1080;Windows 10;2.24kg;2 968.00 EUR
525;HP;Probook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04kg;889.00 EUR
526;Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX1050 Ti;Windows 10;3kg;1 504.00 EUR
527;Lenovo;Legion Y720-15IKB;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3.2kg;1 399.00 EUR
528;HP;Spectre X360;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1 399.00 EUR
529;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.64kg;1 279.73 EUR
530;HP;ProBook 440;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.63kg;689.00 EUR
531;Dell;Inspiron 5770;Notebook;17.3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2.8kg;889.00 EUR
532;Lenovo;ThinkPad L470;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 7;2.02kg;1 340.00 EUR
533;Lenovo;IdeaPad 320-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;1TB HDD;Nvidia GeForce 920MX;Windows 10;2.2kg;799.00 EUR
534;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8GB;2TB HDD;Nvidia GeForce 920MX ;No OS;2.2kg;459.00 EUR
535;Dell;Inspiron 3567;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;AMD Radeon R5 M430;Windows 10;2.3kg;585.00 EUR
536;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;1 377.00 EUR
537;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;3 012.77 EUR
538;Toshiba;Satellite Pro;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0kg;860.00 EUR
539;Asus;Zenbook UX510UW-FI095T;Notebook;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2kg;1 299.00 EUR
540;Mediacom;SmartBook Edge;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4GB;32GB SSD;Intel HD Graphics 500;Windows 10;1.2kg;369.00 EUR
541;Asus;ROG Strix;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.3kg;1 649.00 EUR
542;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;1.93kg;1 369.00 EUR
543;Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8GB;256GB SSD;AMD Radeon 530;Windows 10;2.2kg;797.41 EUR
544;HP;250 G6;Notebook;15.6;Full HD 1920x1080;Intel Pentium Quad Core N3710 1.6GHz;4GB;256GB SSD;Intel HD Graphics 405;Windows 10;1.86kg;398.99 EUR
545;HP;Omen 15-ce006nv;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.62kg;1 799.00 EUR
546;Lenovo;Thinkpad E470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.87kg;859.00 EUR
547;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8GB;256GB SSD;Intel UHD Graphics 620;Windows 10;1.2kg;1 399.00 EUR
548;Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;1.6kg;735.87 EUR
549;HP;Envy 13-AB020nr;Ultrabook;13.3;IPS Panel Quad HD+ 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.34kg;1 145.00 EUR
550;Acer;Aspire 7;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;Linux;2.4kg;798.00 EUR
551;Asus;VivoBook X540YA-XX519T;Notebook;15.6;1366x768;AMD E-Series 7110 1.8GHz;4GB;500GB HDD;AMD Radeon R2 Graphics;Windows 10;2kg;349.00 EUR
552;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.1kg;705.50 EUR
553;Lenovo;ThinkPad E470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.87kg;785.00 EUR
554;Lenovo;V310-15ISK (i5-6200U/4GB/1TB/FHD/No;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;2.15kg;462.35 EUR
555;HP;250 G6;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.86kg;397.00 EUR
556;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.99kg;1 729.00 EUR
557;Lenovo;IdeaPad 320-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;128GB SSD;Intel HD Graphics 520;Windows 10;2.2kg;499.00 EUR
558;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;1 116.99 EUR
559;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;2 699.00 EUR
560;HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;17.3;1600x900;Intel Core i3 6006U 2GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;2.65kg;544.15 EUR
561;HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63kg;1 280.00 EUR
562;Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;15.6;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;500GB HDD;Intel HD Graphics 500;Linux;2kg;224.00 EUR
563;Mediacom;SmartBook 130;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4GB;32GB Flash Storage;Intel HD Graphics;Windows 10;1.35kg;255.00 EUR
